s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 2.3066029E+001, 7.4488359E+000,-1.5912639E+000, 6.1148113E-002,-4.0067822E-002,-7.2745774E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.8847025E+000, 5.8779248E+000, 2.8050723E-004, 2.8050723E-004
 2.4086649E+001, 7.7931342E+000,-1.6639511E+000, 3.7035125E-003,-4.1768773E-002,-7.6050352E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1746748E+000, 6.0903573E+000, 2.9331170E-004, 2.9331170E-004
 2.5005207E+001, 8.1094746E+000,-1.7219048E+000, 6.3217132E-002,-4.3489044E-002,-7.9080542E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4401656E+000, 6.4065071E+000, 3.0505740E-004, 3.0505740E-004
 2.6025829E+001, 8.4339270E+000,-1.7852368E+000, 9.5616033E-002,-4.5448141E-002,-8.2193999E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6948465E+000, 6.6980362E+000, 3.1713397E-004, 3.1713397E-004
 2.7046450E+001, 8.7762296E+000,-1.8628062E+000,-5.1004989E-003,-4.8136989E-002,-8.5493322E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9503309E+000, 6.8593310E+000, 3.2993844E-004, 3.2993844E-004
 2.8067070E+001, 9.1226476E+000,-1.9445818E+000,-2.0316989E-002,-5.1547768E-002,-8.8774516E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2062694E+000, 7.1053134E+000, 3.4274291E-004, 3.4274291E-004
 2.9087690E+001, 9.4574025E+000,-2.0151081E+000, 6.5182162E-002,-6.0918218E-002,-9.1611662E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4706776E+000, 7.4456422E+000, 3.5495182E-004, 3.5495182E-004
 3.0006248E+001, 9.7803551E+000,-2.0805239E+000, 1.6873237E-001,-8.7956336E-002,-9.4098699E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7143554E+000, 7.7796662E+000, 3.6725999E-004, 3.6725999E-004
 3.1026871E+001, 1.0103219E+001,-2.1482198E+000, 2.4040291E-001,-1.2489907E-001,-9.6801835E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9448612E+000, 8.0695351E+000, 3.7907187E-004, 3.7907187E-004
 3.2047489E+001, 1.0446321E+001,-2.2201883E+000, 2.2851038E-001,-1.6271278E-001,-1.0036501E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1650829E+000, 8.2909267E+000, 3.9217412E-004, 3.9217412E-004
 3.3068111E+001, 1.0789853E+001,-2.2939834E+000, 8.6384297E-002,-1.9500345E-001,-1.0350654E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.3847596E+000, 8.3862155E+000, 4.0468081E-004, 4.0468081E-004
 3.4088734E+001, 1.1124332E+001,-2.3626413E+000, 3.9720822E-002,-2.1892344E-001,-1.0661416E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6471688E+000, 8.5814215E+000, 4.1718750E-004, 4.1718750E-004
 3.5007290E+001, 1.1446558E+001,-2.4331817E+000, 3.2879127E-002,-2.3958921E-001,-1.1009180E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8908818E+000, 8.8055653E+000, 4.2913172E-004, 4.2913172E-004
 3.6027912E+001, 1.1771125E+001,-2.5026061E+000, 1.2060927E-001,-2.7369571E-001,-1.1347994E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1160402E+000, 9.1142980E+000, 4.4130755E-004, 4.4130755E-004
 3.7048531E+001, 1.2114586E+001,-2.5760184E+000, 2.3152667E-001,-3.1888609E-001,-1.1665991E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3518996E+000, 9.4500417E+000, 4.5411202E-004, 4.5411202E-004
 3.8069153E+001, 1.2446770E+001,-2.6457700E+000, 1.1985417E-001,-3.6101949E-001,-1.1954985E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5765798E+000, 9.5586391E+000, 4.6661871E-004, 4.6661871E-004
 3.9089775E+001, 1.2786802E+001,-2.7201912E+000, 3.5517904E-002,-3.9823503E-001,-1.2200987E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8109502E+000, 9.7026734E+000, 4.7912540E-004, 4.7912540E-004
 4.0008331E+001, 1.3111591E+001,-2.7903331E+000, 7.2685188E-002,-4.3802981E-001,-1.2354124E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0020286E+001, 9.9546782E+000, 4.9133432E-004, 4.9133432E-004
 4.1028954E+001, 1.3440321E+001,-2.8625194E+000, 2.1974349E-001,-4.9862125E-001,-1.2645976E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0177756E+001, 1.0297659E+001, 5.0354323E-004, 5.0354323E-004
 4.2049576E+001, 1.3782547E+001,-2.9363543E+000, 1.7980079E-001,-5.6184297E-001,-1.2902989E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0361270E+001, 1.0462860E+001, 5.1604992E-004, 5.1604992E-004
 4.3070194E+001, 1.4117829E+001,-3.0078902E+000, 2.2961593E-002,-6.1078426E-001,-1.3236323E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0623090E+001, 1.0520793E+001, 5.2855661E-004, 5.2855661E-004
 4.4090816E+001, 1.4456433E+001,-3.0820610E+000, 3.6285689E-002,-6.5313790E-001,-1.3703957E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0885349E+001, 1.0756150E+001, 5.4136108E-004, 5.4136108E-004
 4.5009373E+001, 1.4782000E+001,-3.1508320E+000, 2.1533345E-001,-6.8858761E-001,-1.4037216E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1115353E+001, 1.1156510E+001, 5.5353691E-004, 5.5353691E-004
 4.6029995E+001, 1.5107749E+001,-3.2224659E+000, 1.7469234E-001,-7.2842142E-001,-1.4055255E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1336716E+001, 1.1330148E+001, 5.6548113E-004, 5.6548113E-004
 4.7050617E+001, 1.5442362E+001,-3.2958509E+000, 6.3899258E-002,-7.8802080E-001,-1.4272371E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1517489E+001, 1.1420962E+001, 5.7798782E-004, 5.7798782E-004
 4.8071236E+001, 1.5782594E+001,-3.3725333E+000, 7.1595985E-002,-8.4702092E-001,-1.4677512E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1676227E+001, 1.1633168E+001, 5.9049452E-004, 5.9049452E-004
 4.9091858E+001, 1.6126803E+001,-3.4463142E+000, 1.2773416E-001,-9.1538416E-001,-1.4944339E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1907865E+001, 1.1891344E+001, 6.0359676E-004, 6.0359676E-004
 5.0010414E+001, 1.6453484E+001,-3.5191283E+000, 9.1415830E-002,-9.7884302E-001,-1.5325763E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2098734E+001, 1.2045396E+001, 6.1540864E-004, 6.1540864E-004
 5.1031036E+001, 1.6776805E+001,-3.5905692E+000, 3.6387782E-002,-1.0313453E+000,-1.5643801E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2324166E+001, 1.2189714E+001, 6.2771681E-004, 6.2771681E-004
 5.2051659E+001, 1.7108853E+001,-3.6621237E+000, 6.6995856E-002,-1.0697337E+000,-1.6134402E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2556986E+001, 1.2442378E+001, 6.3992573E-004, 6.3992573E-004
 5.3072277E+001, 1.7448921E+001,-3.7342427E+000, 1.5057195E-001,-1.1050516E+000,-1.6430665E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2831245E+001, 1.2758555E+001, 6.5273020E-004, 6.5273020E-004
 5.4092899E+001, 1.7794144E+001,-3.8128702E+000, 1.5920388E-002,-1.1570909E+000,-1.6577828E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3034939E+001, 1.2838445E+001, 6.6553467E-004, 6.6553467E-004
 5.5011456E+001, 1.8118324E+001,-3.8864852E+000, 9.7414876E-002,-1.2090146E+000,-1.6979565E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3194496E+001, 1.3118541E+001, 6.7761123E-004, 6.7761123E-004
 5.6032078E+001, 1.8435764E+001,-3.9576287E+000, 1.4728216E-001,-1.2423010E+000,-1.7289424E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3381554E+001, 1.3381388E+001, 6.8935694E-004, 6.8935694E-004
 5.7052700E+001, 1.8775772E+001,-4.0338768E+000,-7.6676793E-002,-1.2671714E+000,-1.7606428E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3673306E+001, 1.3396286E+001, 7.0216141E-004, 7.0216141E-004
 5.8073318E+001, 1.9120991E+001,-4.1132461E+000, 1.2846194E-001,-1.3225430E+000,-1.7831367E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3903517E+001, 1.3811881E+001, 7.1496588E-004, 7.1496588E-004
 5.9093941E+001, 1.9460635E+001,-4.1929533E+000, 2.3439415E-001,-1.3825269E+000,-1.8291741E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4049665E+001, 1.4117719E+001, 7.2747257E-004, 7.2747257E-004
 6.0012497E+001, 1.9786983E+001,-4.2635611E+000, 1.1235379E-001,-1.4417602E+000,-1.8451981E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4260772E+001, 1.4192170E+001, 7.3981383E-004, 7.3981383E-004
 6.1033119E+001, 2.0069303E+001,-4.3259436E+000,-1.7599552E+001,-1.4983327E+000,-1.8767976E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4173918E+001,-3.3564024E+000, 7.5129484E-004, 7.5129484E-004
 6.2053741E+001, 2.0277266E+001,-4.3653176E+000,-4.8465517E+001,-1.5392295E+000,-1.9266047E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3564002E+001,-3.4094725E+001, 7.6439709E-004, 7.6439709E-004
 6.3074360E+001, 2.0635825E+001,-4.4510630E+000,-5.3625748E+001,-1.5756695E+000,-1.9516562E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2971654E+001,-3.9018607E+001, 7.7690378E-004, 7.7690378E-004
 6.4094978E+001, 2.1085582E+001,-4.5646766E+000,-4.9398663E+001,-1.6372854E+000,-1.9631493E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2254515E+001,-3.4517006E+001, 7.8970825E-004, 7.8970825E-004
 6.5013542E+001, 2.1420031E+001,-4.6361907E+000,-4.9324589E+001,-1.7271236E+000,-1.9918451E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2057503E+001,-3.4269865E+001, 8.0135469E-004, 8.0135469E-004
 6.6034164E+001, 2.1716826E+001,-4.6921121E+000,-5.1412160E+001,-1.7929212E+000,-2.0270979E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3083323E+001,-3.6182394E+001, 8.1353052E-004, 8.1353052E-004
 6.7054779E+001, 2.1987629E+001,-4.7465752E+000,-5.2844156E+001,-1.8416427E+000,-2.0683935E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4178273E+001,-3.7446813E+001, 8.2633499E-004, 8.2633499E-004
 6.8075401E+001, 2.2249987E+001,-4.7953325E+000,-5.0414475E+001,-1.8849234E+000,-2.0838035E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4473877E+001,-3.4846828E+001, 8.3913946E-004, 8.3913946E-004
 6.9096024E+001, 2.2596006E+001,-4.8786424E+000,-5.0348376E+001,-1.9187595E+000,-2.1288124E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4402234E+001,-3.4551901E+001, 8.5134837E-004, 8.5134837E-004
 7.0014580E+001, 2.2959340E+001,-4.9675786E+000,-5.3099049E+001,-1.9277684E+000,-2.1546064E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4084565E+001,-3.7037211E+001, 8.6355728E-004, 8.6355728E-004
 7.1035202E+001, 2.3318064E+001,-5.0563211E+000,-5.2124959E+001,-1.9316880E+000,-2.1995462E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3554278E+001,-3.5797103E+001, 8.7576620E-004, 8.7576620E-004
 7.2014343E+001, 2.3788285E+001,-5.1616562E+000,-5.0635477E+001,-1.9332654E+000,-2.2262960E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3707138E+001,-3.3944339E+001, 8.8812152E-004, 8.8812152E-004
 7.3022964E+001, 2.4011424E+001,-5.2228813E+000,-5.1986429E+001,-1.9580506E+000,-2.2656081E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4534293E+001,-3.5158202E+001, 9.0010281E-004, 9.0010281E-004
 7.4031578E+001, 2.4267739E+001,-5.2728684E+000,-5.1273315E+001,-1.9905870E+000,-2.2877208E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5405488E+001,-3.4271318E+001, 9.1282607E-004, 9.1282607E-004
 7.5040199E+001, 2.4576408E+001,-5.3389420E+000,-5.0232313E+001,-2.0656412E+000,-2.2906928E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5604694E+001,-3.3062779E+001, 9.2554933E-004, 9.2554933E-004
 7.6048820E+001, 2.4941063E+001,-5.4216407E+000,-5.0728898E+001,-2.1580155E+000,-2.3156167E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5158230E+001,-3.3369807E+001, 9.3773117E-004, 9.3773117E-004
 7.7057434E+001, 2.5196642E+001,-5.4632418E+000,-5.2417829E+001,-2.2505707E+000,-2.3368202E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4506068E+001,-3.4937336E+001, 9.5050857E-004, 9.5050857E-004
 7.8066055E+001, 2.5661816E+001,-5.5669994E+000,-5.1771632E+001,-2.3303311E+000,-2.3692774E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4452888E+001,-3.4009516E+001, 9.6271748E-004, 9.6271748E-004
 7.9074669E+001, 2.5988207E+001,-5.6329879E+000,-5.1317981E+001,-2.3928890E+000,-2.4196176E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5170522E+001,-3.3358070E+001, 9.7552195E-004, 9.7552195E-004
 8.0083290E+001, 2.6270472E+001,-5.7056987E+000,-5.1366055E+001,-2.4517336E+000,-2.4455540E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6021842E+001,-3.3255462E+001, 9.8802864E-004, 9.8802864E-004
 8.1091904E+001, 2.6571004E+001,-5.7660823E+000,-5.1118766E+001,-2.4723529E+000,-2.4869445E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6637489E+001,-3.2788685E+001, 1.0005353E-003, 1.0005353E-003
 8.2100525E+001, 2.6891893E+001,-5.8527157E+000,-5.1112111E+001,-2.5056160E+000,-2.5076380E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6520647E+001,-3.2581057E+001, 1.0130420E-003, 1.0130420E-003
 8.3038147E+001, 2.7416556E+001,-5.9804929E+000,-5.1757674E+001,-2.5381472E+000,-2.5359109E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6201956E+001,-3.2862294E+001, 1.0253759E-003, 1.0253759E-003
 8.4017471E+001, 2.7631378E+001,-6.0335719E+000,-5.2486240E+001,-2.5303735E+000,-2.5851330E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6003207E+001,-3.3421393E+001, 1.0368102E-003, 1.0368102E-003
 8.5085823E+001, 2.7960176E+001,-6.1108168E+000,-5.1594744E+001,-2.5766977E+000,-2.5985528E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6269894E+001,-3.2324681E+001, 1.0496688E-003, 1.0496688E-003
 8.6065140E+001, 2.8273871E+001,-6.1749172E+000,-5.0611982E+001,-2.6818459E+000,-2.6070377E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6743154E+001,-3.1197481E+001, 1.0622567E-003, 1.0622567E-003
 8.7044464E+001, 2.8557638E+001,-6.2456898E+000,-5.0851496E+001,-2.7753269E+000,-2.6275948E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7309654E+001,-3.1317502E+001, 1.0744385E-003, 1.0744385E-003
 8.8059395E+001, 2.8778687E+001,-6.2779005E+000,-5.1255726E+001,-2.8413339E+000,-2.6512845E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7385153E+001,-3.1598925E+001, 1.0870478E-003, 1.0870478E-003
 8.9007111E+001, 2.9299285E+001,-6.3957849E+000,-5.2007813E+001,-2.8735596E+000,-2.6873192E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7358696E+001,-3.1980560E+001, 1.0989775E-003, 1.0989775E-003
 9.0064598E+001, 2.9406929E+001,-6.8311557E+000,-5.2559053E+001,-2.8672920E+000,-2.7523640E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6594098E+001,-3.2853324E+001, 1.1112548E-003, 1.1112548E-003
 9.1025955E+001, 2.9749737E+001,-6.6742723E+000,-5.1808779E+001,-2.8750680E+000,-2.7835149E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6917335E+001,-3.1611166E+001, 1.1238156E-003, 1.1238156E-003
 9.2083443E+001, 3.0206435E+001,-6.7670995E+000,-5.0945812E+001,-2.9039249E+000,-2.7997785E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7443875E+001,-3.0413202E+001, 1.1364306E-003, 1.1364306E-003
 9.3044800E+001, 3.0501179E+001,-6.8526039E+000,-5.0941212E+001,-2.9163099E+000,-2.8527843E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8065714E+001,-3.0211800E+001, 1.1488290E-003, 1.1488290E-003
 9.4006157E+001, 3.0805460E+001,-6.9457705E+000,-5.1210004E+001,-2.9146488E+000,-2.8951464E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8513194E+001,-3.0267858E+001, 1.1607401E-003, 1.1607401E-003
 9.5069801E+001, 3.1271792E+001,-7.0832006E+000,-5.1499708E+001,-2.9592088E+000,-2.9142098E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8515350E+001,-3.0273240E+001, 1.1733480E-003, 1.1733480E-003
 9.6077621E+001, 3.1354840E+001,-7.4315280E+000,-5.1953724E+001,-3.0202163E+000,-2.9543774E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7764803E+001,-3.1053583E+001, 1.1863796E-003, 1.1863796E-003
 9.7025139E+001, 3.1575460E+001,-7.4063939E+000,-5.1991562E+001,-3.0886755E+000,-2.9847285E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7521300E+001,-3.0914156E+001, 1.1985580E-003, 1.1985580E-003
 9.8067413E+001, 3.2032721E+001,-7.5036406E+000,-5.1387323E+001,-3.1241653E+000,-3.0139908E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7938858E+001,-2.9985422E+001, 1.2108752E-003, 1.2108752E-003
 9.9014931E+001, 3.2377045E+001,-7.1674419E+000,-5.0535742E+001,-3.1057205E+000,-3.0253429E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9084674E+001,-2.8434885E+001, 1.2232736E-003, 1.2232736E-003
 1.0005721E+002, 3.2450820E+001,-7.5121070E+000,-5.1515128E+001,-3.0901706E+000,-3.0217572E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8990164E+001,-2.9669608E+001, 1.2357803E-003, 1.2357803E-003
 1.0100472E+002, 3.2661000E+001,-7.5065743E+000,-5.1354535E+001,-3.0576069E+000,-3.0707870E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8991175E+001,-2.9260787E+001, 1.2476914E-003, 1.2476914E-003
 1.0204699E+002, 2.9947138E+001,-6.6444664E+000,-5.1702526E+001,-3.0094860E+000,-3.0209938E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8119267E+001,-3.1412361E+001, 1.2601439E-003, 1.2601439E-003
 1.0308926E+002, 3.1792761E+001,-8.1361709E+000,-5.0692412E+001,-2.9776829E+000,-3.1028756E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5915632E+001,-3.0016608E+001, 1.2734086E-003, 1.2734086E-003
 1.0403678E+002, 3.3645563E+001,-7.9509204E+000,-5.1337232E+001,-2.9689277E+000,-3.1718870E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8953436E+001,-2.8614688E+001, 1.2855092E-003, 1.2855092E-003
 1.0507906E+002, 3.4905601E+001,-8.1769344E+000,-5.1252983E+001,-2.9836695E+000,-3.2101656E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0595303E+001,-2.7511195E+001, 1.2977723E-003, 1.2977723E-003
 1.0602657E+002, 3.5126888E+001,-8.1632103E+000,-5.1455645E+001,-3.0421936E+000,-3.2341576E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0647812E+001,-2.7537395E+001, 1.3102248E-003, 1.3102248E-003
 1.0706885E+002, 3.5387448E+001,-7.9315775E+000,-5.1800116E+001,-3.1446243E+000,-3.2957746E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0609724E+001,-2.7492165E+001, 1.3226774E-003, 1.3226774E-003
 1.0801637E+002, 3.5983223E+001,-7.9041653E+000,-5.1754938E+001,-3.2727893E+000,-3.3264287E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0590948E+001,-2.6951995E+001, 1.3349405E-003, 1.3349405E-003
 1.0905864E+002, 3.6419526E+001,-8.2108686E+000,-5.1721809E+001,-3.3974772E+000,-3.3640428E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0371630E+001,-2.6913993E+001, 1.3470411E-003, 1.3470411E-003
 1.1000616E+002, 3.6126058E+001,-8.1204181E+000,-5.1473027E+001,-3.4912227E+000,-3.4004680E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0175630E+001,-2.6962010E+001, 1.3596561E-003, 1.3596561E-003
 1.1104842E+002, 3.6071801E+001,-8.0937097E+000,-5.1657741E+001,-3.5485199E+000,-3.4193718E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0271547E+001,-2.7231589E+001, 1.3722169E-003, 1.3722169E-003
 1.1209070E+002, 3.5986414E+001,-7.9322373E+000,-5.1410104E+001,-3.5761817E+000,-3.4408029E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0414721E+001,-2.6935550E+001, 1.3846694E-003, 1.3846694E-003
 1.1305284E+002, 3.6104445E+001,-8.1976267E+000,-5.1743872E+001,-3.6108505E+000,-3.4740288E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0361933E+001,-2.7451378E+001, 1.3972576E-003, 1.3972576E-003
 1.1407346E+002, 3.6653923E+001,-7.7858847E+000,-5.1831921E+001,-3.6123914E+000,-3.5099151E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0581694E+001,-2.6579784E+001, 1.4093850E-003, 1.4093850E-003
 1.1509408E+002, 3.8553611E+001,-9.4660143E+000,-5.1805740E+001,-3.5503541E+000,-3.5745268E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1217911E+001,-2.6272072E+001, 1.4224873E-003, 1.4224873E-003
 1.1601264E+002, 3.6393936E+001,-8.6847900E+000,-5.1874330E+001,-3.5925293E+000,-3.6051755E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9524854E+001,-2.7761318E+001, 1.4342992E-003, 1.4342992E-003
 1.1703326E+002, 3.8471162E+001,-8.8352602E+000,-5.0779630E+001,-3.6436676E+000,-3.6142022E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1222854E+001,-2.4791011E+001, 1.4466073E-003, 1.4466073E-003
 1.1804137E+002, 4.0344478E+001,-9.6602683E+000,-5.0836892E+001,-3.7213681E+000,-3.6231678E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2466010E+001,-2.3877673E+001, 1.4587787E-003, 1.4587787E-003
 1.1903804E+002, 3.8114759E+001,-8.9319773E+000,-5.0811040E+001,-3.9734334E+000,-3.6728925E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0547643E+001,-2.5605365E+001, 1.4712959E-003, 1.4712959E-003
 1.2003471E+002, 3.8875875E+001,-9.6101979E+000,-5.1524687E+001,-4.1560995E+000,-3.7263883E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0142001E+001,-2.6418836E+001, 1.4837484E-003, 1.4837484E-003
 1.2103136E+002, 4.0153383E+001,-9.4693757E+000,-4.3616138E+001,-4.0975309E+000,-3.8163733E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4219232E+001,-1.7033478E+001, 1.4962010E-003, 1.4962010E-003
 1.2201865E+002, 3.9993746E+001,-9.7390730E+000,-2.9214438E+001,-3.9947005E+000,-3.8459917E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9220768E+000,-2.9583108E+000, 1.5083417E-003, 1.5083417E-003
 1.2307456E+002, 4.1080009E+001,-9.5170108E+000,-2.2682834E+001,-3.9211311E+000,-3.8807823E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1549559E+000, 4.9551515E+000, 1.5207312E-003, 1.5207312E-003
 1.2404926E+002, 4.1403932E+001,-9.4330197E+000,-2.8156939E+001,-3.9259755E+000,-3.9091960E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5415111E-001,-1.1591169E-001, 1.5338068E-003, 1.5338068E-003
 1.2502396E+002, 4.1539720E+001,-9.6321879E+000,-2.4191546E+001,-4.0559187E+000,-3.9349611E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1880076E+000, 3.6561333E+000, 1.5459661E-003, 1.5459661E-003
 1.2607987E+002, 4.1613293E+001,-9.6275552E+000,-2.1840099E+001,-4.1845404E+000,-3.9554916E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9687348E+000, 5.9571431E+000, 1.5582971E-003, 1.5582971E-003
 1.2705457E+002, 4.1867569E+001,-9.6820709E+000,-2.3972006E+001,-4.0935348E+000,-3.9843510E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8026053E+000, 4.1159734E+000, 1.5707809E-003, 1.5707809E-003
 1.2802927E+002, 4.1915114E+001,-9.8749645E+000,-2.3026880E+001,-3.8804064E+000,-4.0197034E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5415755E+000, 5.1288437E+000, 1.5826921E-003, 1.5826921E-003
